wav_id,situation,key_major_corr,key_minor_corr,key_major_minor_diff,key_mode,n_voiced_pitch_frames
5e2b71b05807b852d9e0225b,angry,0.5813067538697696,0.704796344839366,-0.12348959096959644,minor,85
5e2b71d35807b852d9e0225c,angry,0.44887679085967064,0.4577270830122662,-0.008850292152595585,minor,75
5e2b85635807b852d9e02292,angry,0.3617692368771388,0.516219428728965,-0.15445019185182618,minor,90
5e2bf3395807b852d9e023c0,angry,0.22290668286879126,0.42807256544955646,-0.2051658825807652,minor,22
5e2bf19c5807b852d9e023a4,angry,0.7742089066494973,0.6594479752995117,0.11476093134998555,major,64
5e2bf2ef5807b852d9e023ba,angry,0.37493313814177376,0.43844972015990386,-0.0635165820181301,minor,55
5e2bf1605807b852d9e0239f,angry,0.4956382252008871,0.5447762651633715,-0.04913803996248445,minor,79
5e2bf3225807b852d9e023be,angry,0.4508313225815967,0.5761651737405293,-0.12533385115893264,minor,55
5e2bf1795807b852d9e023a2,angry,0.346296867001154,0.40713775591361734,-0.060840888912463365,minor,104
5e2bf3985807b852d9e023c5,angry,0.5228990214842882,0.45847304110418147,0.06442598038010677,major,23
5e2bf3bc5807b852d9e023c8,angry,0.33335207270352596,0.39699771942603806,-0.0636456467225121,minor,39
5e2bf45e5807b852d9e023d6,angry,0.36733854601919197,0.37319936581751334,-0.0058608197983213706,minor,13
5e2bf5665807b852d9e023e7,angry,0.3118131246180065,0.24597136986854995,0.06584175474945653,major,39
5e2c02f85807b852d9e02427,angry,0.5875491988839642,0.6151935090630775,-0.027644310179113285,minor,23
5e2c03f65807b852d9e0242c,angry,0.5068362432690533,0.44386298507292915,0.06297325819612415,major,29
5e2c02e25807b852d9e02426,angry,0.3864695732557532,0.6640647102158876,-0.27759513696013444,minor,64
5e2bf4ec5807b852d9e023df,angry,0.4529708455424755,0.5331229842395117,-0.08015213869703613,minor,66
5e2c048d5807b852d9e02431,angry,0.36324864161293696,0.3759869678296332,-0.012738326216696239,minor,32
5e2c031c5807b852d9e02428,angry,0.4773118095485659,0.32016776508373807,0.15714404446482783,major,70
5e2c07c15807b852d9e02447,angry,0.67818190518556,0.6578095567572991,0.020372348428260856,major,34
5e2c08245807b852d9e02449,angry,0.6772093008689649,0.7528291745684375,-0.07561987369947254,minor,54
5e2c07ed5807b852d9e02448,angry,0.31292122584520216,0.46225383213366417,-0.149332606288462,minor,67
5e2d22095807b852d9e0251b,angry,0.26985370510009893,0.4366142641808349,-0.16676055908073595,minor,57
5e2c085f5807b852d9e0244a,angry,0.3554872395034915,0.4464534291115048,-0.09096618960801334,minor,65
5e2d22205807b852d9e0251d,angry,0.2438344697501045,0.3829357433576587,-0.13910127360755417,minor,45
5e2cdbfb5807b852d9e024e0,angry,0.3000611393781683,0.5280839301036958,-0.2280227907255275,minor,80
5e2d22a05807b852d9e02523,angry,0.5519392009135967,0.4936888460211669,0.0582503548924298,major,27
5e2d22c05807b852d9e02528,angry,0.35439028990699745,0.5330982141319085,-0.17870792422491105,minor,28
5e2d22335807b852d9e0251e,angry,0.2770648328562821,0.32509017739668356,-0.04802534454040147,minor,57
5e2d22e75807b852d9e0252b,angry,0.4939894229985986,0.686853845131144,-0.1928644221325454,minor,43
5e2d259c5807b852d9e0255b,angry,0.4833297665603262,0.47847488834748025,0.00485487821284597,major,35
5e2d22d65807b852d9e0252a,angry,0.4709336996113703,0.5884762046928292,-0.11754250508145891,minor,62
5e2d25cb5807b852d9e0255e,angry,0.20354716671962936,0.24525347372227219,-0.04170630700264283,minor,40
5e2d25a85807b852d9e0255c,angry,0.4012396708243615,0.30366687772153017,0.09757279310283135,major,57
5e2d236c5807b852d9e02539,angry,0.24268807895485703,0.48876328344565045,-0.24607520449079343,minor,76
5e2dcb7d5807b852d9e0274e,angry,0.2864887266322618,0.4825949134274277,-0.1961061867951659,minor,84
5e2dcb9f5807b852d9e0274f,angry,0.37776385991400535,0.350243046003978,0.027520813910027364,major,87
5e2dcbbc5807b852d9e02750,angry,0.3807247586173595,0.7603360207202495,-0.37961126210289003,minor,91
5e2e3fa95807b852d9e0278c,angry,0.3438791549575675,0.3761839580098174,-0.03230480305224992,minor,69
5e2e3fc75807b852d9e0278d,angry,0.5753873888961483,0.6754269804524998,-0.10003959155635156,minor,58
5e2e3fe15807b852d9e0278e,angry,0.4478079128404106,0.7243736141014476,-0.276565701261037,minor,84
5e2e40a65807b852d9e02797,angry,0.4471189544099769,0.4114405152603299,0.03567843914964702,major,86
5e2e41015807b852d9e02799,angry,0.4095154414918346,0.6212479459624182,-0.21173250447058356,minor,74
5e2e40de5807b852d9e02798,angry,0.6652381336658815,0.6124109278386584,0.05282720582722311,major,94
5e2e41175807b852d9e0279a,angry,0.25241140279061325,0.5327794340943061,-0.2803680313036928,minor,92
5e2d7c1b5807b852d9e025c7,angry,0.39274480392418076,0.38819606881507074,0.004548735109110025,major,31
5e2d41825807b852d9e02586,angry,0.19294243538226896,0.46224731203025105,-0.2693048766479821,minor,104
5e2d419b5807b852d9e02587,angry,0.5984971514451742,0.6499624269971813,-0.051465275552007084,minor,91
5e2d41b05807b852d9e02588,angry,0.5357574828619311,0.5675006008286478,-0.031743117966716694,minor,73
5e2d7c2b5807b852d9e025c8,angry,0.47784745125962036,0.3272771665213683,0.15057028473825207,major,55
5e2d414b5807b852d9e02583,angry,0.6792674530485496,0.6942048251672293,-0.014937372118679626,minor,181
5e2d8be85807b852d9e02644,angry,0.7325228489401547,0.640187701840223,0.09233514709993174,major,54
5e2d7c5d5807b852d9e025ca,angry,0.327176262511414,0.39135620394423065,-0.06417994143281663,minor,84
5e2d8c945807b852d9e0264a,angry,0.3515676294492417,0.3881166252034977,-0.03654899575425602,minor,71
5e2d8cbf5807b852d9e0264c,angry,0.42992273312725643,0.47797460806713166,-0.04805187493987523,minor,25
5e2d7c755807b852d9e025cb,angry,0.33058816183292206,0.5962800985047493,-0.2656919366718272,minor,87
5e2d7c3c5807b852d9e025c9,angry,0.489035343234845,0.40303336968401243,0.08600197355083256,major,138
5e2d8ccf5807b852d9e0264d,angry,0.5436908581178875,0.4570100401064688,0.08668081801141875,major,47
5e2d8cac5807b852d9e0264b,angry,0.5776843383436066,0.5658955821668596,0.011788756176746906,major,67
5e2d8cdf5807b852d9e0264e,angry,0.4258174664932129,0.338673766140579,0.08714370035263391,major,49
5e2d8d535807b852d9e02652,angry,0.47908964652719377,0.38161621619051983,0.09747343033667394,major,45
5e2d8d665807b852d9e02653,angry,0.521487056641454,0.417617344550326,0.103869712091128,major,70
5e2d8d955807b852d9e02655,angry,0.4112893713258056,0.4982309395655567,-0.08694156823975108,minor,58
5e2d912b5807b852d9e02674,angry,0.2007990559568189,0.3744547787786841,-0.1736557228218652,minor,51
5e2d8d7b5807b852d9e02654,angry,0.24335592116353114,0.4789090123562001,-0.23555309119266896,minor,86
5e2d91185807b852d9e02673,angry,0.6338502039659082,0.3244435282740353,0.3094066756918729,major,80
5e2d95ad5807b852d9e026bb,angry,0.2971336180546379,0.5236946523743409,-0.22656103431970298,minor,37
5e2d91635807b852d9e02678,angry,0.3119291639661304,0.278381284351542,0.03354787961458838,major,101
5e2d959c5807b852d9e026ba,angry,0.3515249364055785,0.290430940661728,0.06109399574385055,major,73
5e2d963f5807b852d9e026c0,angry,0.35824854636290177,0.39185287165466326,-0.033604325291761494,minor,55
5e2d95ca5807b852d9e026bc,angry,0.3635862243832211,0.47707813975379554,-0.11349191537057446,minor,66
5e2d956a5807b852d9e026b7,angry,0.21221480378972274,0.46950211109602863,-0.2572873073063059,minor,94
5e2d96c35807b852d9e026cb,angry,0.21708741284669347,0.3679129623998347,-0.1508255495531412,minor,65
5e2d96d65807b852d9e026cc,angry,0.34492856070493644,0.5646071653008508,-0.21967860459591432,minor,52
5e2d97995807b852d9e026d5,angry,0.31496367092749544,0.5164345608082492,-0.2014708898807538,minor,59
5e2d97d95807b852d9e026d9,angry,0.30261526249043214,0.5111825790188582,-0.20856731652842608,minor,65
5e2d96695807b852d9e026c3,angry,0.6394043284860785,0.5188277583017594,0.12057657018431911,major,110
5e2e48795807b852d9e027b7,angry,0.30492517141271924,0.45368401687469956,-0.14875884546198032,minor,56
5e2e48585807b852d9e027b5,angry,0.43332939023520417,0.516836081493171,-0.08350669125796678,minor,113
5e2e48af5807b852d9e027bb,angry,0.6246783060430415,0.6036110760705289,0.021067229972512647,major,88
5e2ec6565807b852d9e02875,angry,0.5029021420198615,0.588450235391417,-0.08554809337155556,minor,54
5e2ecd5d5807b852d9e028ba,angry,0.0,0.0,0.0,unknown,0
5e2e4e2a5807b852d9e027df,angry,0.41278619224336055,0.49047228255315695,-0.0776860903097964,minor,96
5e2e4d985807b852d9e027dc,angry,0.5620275927214607,0.5077458285483439,0.05428176417311681,major,77
5e2ecb175807b852d9e02891,angry,0.4660915340462051,0.4978959846686675,-0.0318044506224624,minor,68
5e2ecd9f5807b852d9e028c2,angry,0.7177208812635552,0.6306061695932003,0.0871147116703549,major,38
5e2ed4715807b852d9e0290e,angry,0.4270413992094208,0.4176677619829455,0.009373637226475329,major,59
5e2ee8ff5807b852d9e0296f,angry,0.3788816999982064,0.3745655974294565,0.004316102568749924,major,22
5e2ed5db5807b852d9e0291a,angry,0.4327729026879318,0.7203445603986718,-0.28757165771074,minor,42
5e2ed5ad5807b852d9e02918,angry,0.419298278885008,0.28030755265509544,0.13899072622991254,major,54
5e2ed62c5807b852d9e0291e,angry,0.44751348732585944,0.6433442834247435,-0.19583079609888404,minor,51
5e2ee9545807b852d9e02978,angry,0.5615291243072696,0.5736106571349442,-0.012081532827674546,minor,31
5e2ee9725807b852d9e02979,angry,0.46588589743901143,0.6061948159051073,-0.14030891846609583,minor,38
5e2ecd715807b852d9e028bc,angry,0.5096653065256342,0.7604784012728482,-0.2508130947472139,minor,73
5e2eeeba5807b852d9e029a2,angry,0.5183206424098685,0.5157699084987775,0.002550733911091063,major,59
5e2eeed15807b852d9e029a3,angry,0.6138646235718401,0.770573993902769,-0.1567093703309289,minor,47
5e2eeeef5807b852d9e029a4,angry,0.6672043796746012,0.7664765193739786,-0.09927213969937743,minor,57
5e2ef7b65807b852d9e02a28,angry,0.5181505168702645,0.42552542255854303,0.09262509431172145,major,108
5e2eef045807b852d9e029a5,angry,0.4461608826110851,0.7158262149308826,-0.2696653323197975,minor,91
5e2ef8755807b852d9e02a2b,angry,0.3264031071945846,0.4806718895914794,-0.1542687823968948,minor,49
5e2ef7ff5807b852d9e02a29,angry,0.3481302860548412,0.3975532402338281,-0.0494229541789869,minor,140
5e2ef8575807b852d9e02a2a,angry,0.5032222300472479,0.53880028526433,-0.03557805521708213,minor,131
5e2ef97b5807b852d9e02a34,angry,0.1835500688886863,0.35740547175660536,-0.17385540286791906,minor,105
5e2ef9535807b852d9e02a33,angry,0.2688236445089212,0.46167863194886205,-0.19285498743994084,minor,86
5e27fbdc5807b852d9e0159d,angry,0.37710034127036135,0.448502083453921,-0.07140174218355966,minor,53
5e2ef9c15807b852d9e02a36,angry,0.4583462824912254,0.6038506632931224,-0.14550438080189704,minor,91
5e27fbee5807b852d9e0159e,angry,0.29778774987764833,0.5379415552576801,-0.24015380538003173,minor,47
5e2ef99f5807b852d9e02a35,angry,0.552053776036589,0.47770003876238504,0.07435373727420397,major,144
5e27fc015807b852d9e0159f,angry,0.3559020117873886,0.41376911149958545,-0.057867099712196834,minor,52
5e27fc205807b852d9e015a2,angry,0.3160916326672692,0.5086094393264555,-0.19251780665918633,minor,44
5e27fc345807b852d9e015a3,angry,0.3887423030189874,0.541568049847489,-0.15282574682850159,minor,49
5e2870915807b852d9e016e4,angry,0.3271109234765476,0.4910977621073765,-0.1639868386308289,minor,66
5e2aeb9f5807b852d9e021bc,angry,0.2761969768620924,0.45934912969336494,-0.18315215283127256,minor,40
5e2878915807b852d9e01734,angry,0.7674450554535517,0.6002615506146468,0.16718350483890487,major,81
5e2acb335807b852d9e02042,angry,0.7119560467924341,0.7094897027809272,0.0024663440115069157,major,66
5e2aebce5807b852d9e021bf,angry,0.5948052422226874,0.6656170532887568,-0.07081181106606937,minor,71
5e2aefe75807b852d9e021e1,angry,0.6081251025544033,0.5549905947832241,0.05313450777117923,major,53
5e2aefca5807b852d9e021e0,angry,0.3387390223726219,0.48024358280899165,-0.14150456043636978,minor,69
5e2f07dd5807b852d9e02ab9,angry,0.5222358588536032,0.5462333499117324,-0.023997491058129206,minor,52
5e2f07f15807b852d9e02abc,angry,0.8899602293760246,0.7301588881885984,0.15980134118742617,major,88
5e2fbf985807b852d9e02b34,angry,0.512994648376185,0.5454116443750991,-0.03241699599891412,minor,66
5e3119e75807b852d9e030e4,angry,0.4066962823490638,0.37742280455394217,0.029273477795121627,major,87
5e300c5d5807b852d9e02d2c,angry,0.49078773066203135,0.4932589669248914,-0.002471236262860055,minor,112
5e3118c35807b852d9e030d1,angry,0.3021012198280024,0.31677621468004336,-0.014674994852040935,minor,119
5e30e5ef5807b852d9e02ee2,angry,0.2517695967273533,0.46187763523467146,-0.21010803850731818,minor,54
5e30e6085807b852d9e02ee3,angry,0.6312777254975903,0.5745531425221537,0.05672458297543659,major,81
5e30f3785807b852d9e02f49,angry,0.4961659555472345,0.4330000699215804,0.06316588562565412,major,40
5e30f38f5807b852d9e02f4a,angry,0.45377925114605394,0.5570112088147221,-0.10323195766866816,minor,35
5e2edcb65807b852d9e02925,angry,0.5871859328887941,0.44976895314112153,0.13741697974767253,major,230
5e30f3a15807b852d9e02f4b,angry,0.6048025825390376,0.6493651483936886,-0.044562565854651015,minor,68
5e30e6205807b852d9e02ee4,angry,0.5915841681954522,0.5925170092215565,-0.0009328410261042475,minor,99
5e3106495807b852d9e02fcf,angry,0.6807680712856949,0.6471978068753808,0.03357026441031419,major,69
5e3106a65807b852d9e02fd4,angry,0.39944220377238254,0.5495813110955288,-0.15013910732314623,minor,55
5e3106925807b852d9e02fd3,angry,0.37715627108004046,0.5107016688043915,-0.13354539772435103,minor,66
5e31065e5807b852d9e02fd0,angry,0.6231174913976395,0.5539696831067369,0.06914780829090261,major,93
5e3109fa5807b852d9e03002,angry,0.47628401772840884,0.5427402216841902,-0.06645620395578139,minor,84
5e3109a65807b852d9e02ffb,angry,0.721789756123379,0.5267434052525706,0.19504635087080846,major,94
5e310acb5807b852d9e0300e,angry,0.5398774503420377,0.5522116006723619,-0.012334150330324145,minor,57
5e310a125807b852d9e03003,angry,0.7070426077659794,0.6158280694860002,0.09121453827997916,major,99
5e3109e25807b852d9e02fff,angry,0.4515371090096754,0.5700379107627561,-0.1185008017530807,minor,125
5e310a705807b852d9e0300a,angry,0.34555982052083895,0.5067289132634053,-0.16116909274256636,minor,95
5e31150f5807b852d9e03097,angry,0.3405494549521676,0.5872981542372337,-0.24674869928506615,minor,33
5e310b715807b852d9e03016,angry,0.417703511614377,0.5561431110130106,-0.1384395993986336,minor,52
5e310b205807b852d9e03012,angry,0.6065955393832644,0.55762376005891,0.04897177932435437,major,71
5e310b575807b852d9e03015,angry,0.531241867092145,0.6114532726938484,-0.08021140560170337,minor,84
5e31152f5807b852d9e0309a,angry,0.4773249238077346,0.4465554014649922,0.03076952234274244,major,67
5e3117b25807b852d9e030c0,angry,0.4147030714211441,0.3801752299204685,0.034527841500675616,major,82
5e315bf65807b852d9e03253,angry,0.6575104298713375,0.691271858801382,-0.033761428930044524,minor,64
5e311f7d5807b852d9e03174,angry,0.21570117343450135,0.30332855529858177,-0.08762738186408042,minor,102
5e315c1e5807b852d9e03255,angry,0.5233313002084012,0.35982290199589145,0.1635083982125098,major,94
5e315c075807b852d9e03254,angry,0.5000719197293979,0.5257605877003276,-0.025688667970929724,minor,98
5e315c665807b852d9e0325c,angry,0.27338873841760536,0.3136420058304964,-0.040253267412891036,minor,84
5e315c9e5807b852d9e03261,angry,0.3599715475333749,0.2844450911182383,0.07552645641513661,major,49
5e315d445807b852d9e0326a,angry,0.18387490608535445,0.31180037942583705,-0.1279254733404826,minor,52
5e315c755807b852d9e0325d,angry,0.37641462706235296,0.5643784727685298,-0.18796384570617686,minor,114
5e315c805807b852d9e0325e,angry,0.2573039688649873,0.480576759482208,-0.22327279061722072,minor,106
5e3163175807b852d9e032c5,angry,0.35488133017268036,0.4657323143207181,-0.11085098414803773,minor,52
5e315d5c5807b852d9e0326b,angry,0.25553496114265534,0.42658657938940203,-0.1710516182467467,minor,76
5e315d895807b852d9e0326d,angry,0.34500604322483913,0.35996071844596367,-0.014954675221124536,minor,76
5e31632f5807b852d9e032c6,angry,0.5266818495606105,0.45821894387483825,0.06846290568577224,major,41
5e31636a5807b852d9e032cd,angry,0.12280737760358626,0.32493424838937457,-0.2021268707857883,minor,43
5e3165825807b852d9e032f6,angry,0.6446487031280005,0.6152059622104736,0.029442740917526855,major,44
5e31656b5807b852d9e032f5,angry,0.46528640068353,0.3739660384154343,0.0913203622680957,major,52
5e31659c5807b852d9e032f8,angry,0.3737286251337544,0.4908156836104691,-0.11708705847671474,minor,53
5e3166655807b852d9e03308,angry,0.5162273579761373,0.5592044501945963,-0.04297709221845902,minor,63
5e3167585807b852d9e0331a,angry,0.6055459650184642,0.5419475332732457,0.06359843174521851,major,53
5e3169375807b852d9e03347,angry,0.6539085140315322,0.7234030653879256,-0.06949455135639349,minor,28
5e31673e5807b852d9e03319,angry,0.2793836911813326,0.42817455040134506,-0.14879085922001245,minor,61
5e3167905807b852d9e03320,angry,0.25503500772783977,0.33031837892886656,-0.0752833712010268,minor,68
5e3169555807b852d9e03349,angry,0.64451449458429,0.5935787289837895,0.050935765600500504,major,55
5e316a2f5807b852d9e0335e,angry,0.7068921047264114,0.5394281253270948,0.16746397939931656,major,46
5e316a865807b852d9e03364,angry,0.4829915834607129,0.6311131300022966,-0.14812154654158372,minor,53
5e316ee55807b852d9e033a7,angry,0.5104286810407579,0.37918186479931837,0.13124681624143952,major,41
5e316ad25807b852d9e03368,angry,0.3189648083151236,0.34635320233114886,-0.027388394016025275,minor,49
5e316aac5807b852d9e03366,angry,0.4067371710512482,0.4189015199076814,-0.012164348856433194,minor,70
5e2fe5c15807b852d9e02be5,angry,0.6246981266033008,0.6322495488553175,-0.00755142225201666,minor,70
5e2fc2735807b852d9e02b6f,angry,0.6008302119702701,0.6167599069583822,-0.015929694988112142,minor,113
5e317c1c5807b852d9e0341a,angry,0.4256252515899343,0.3492086536264423,0.07641659796349198,major,168
5e2fc2af5807b852d9e02b77,angry,0.30992551048974615,0.29969533002979953,0.010230180459946614,major,112
5e2fc2f05807b852d9e02b7e,angry,0.23540840301626936,0.39458451406209816,-0.1591761110458288,minor,115
5e2fc2d45807b852d9e02b7b,angry,0.6479789659920673,0.646870509317786,0.0011084566742812774,major,143
5e2fe6315807b852d9e02be9,angry,0.42429877435871344,0.561347479035634,-0.13704870467692054,minor,44
5e2fe65d5807b852d9e02beb,angry,0.47235738925318677,0.5021464555659266,-0.029789066312739865,minor,49
5e2fe7d25807b852d9e02bf2,angry,0.6053627761040513,0.5686233071977835,0.03673946890626778,major,52
5e2fe68c5807b852d9e02bed,angry,0.8264926382492033,0.6798240207414841,0.1466686175077192,major,55
5e2fe81f5807b852d9e02bf6,angry,0.7279580678644427,0.6137005072039475,0.1142575606604952,major,56
5e2fe6a55807b852d9e02bee,angry,0.6957303640034607,0.6222487486193621,0.07348161538409859,major,63
5e2fe90a5807b852d9e02bfc,angry,0.3718576062537083,0.6226845401517964,-0.25082693389808813,minor,73
5e2fe7e55807b852d9e02bf3,angry,0.6884784523164835,0.5034665111562381,0.18501194116024544,major,136
5e2fe9275807b852d9e02bfd,angry,0.5940279057560501,0.4968862459209261,0.09714165983512402,major,51
5e2fe84d5807b852d9e02bf8,angry,0.7940691087823465,0.7691191878604825,0.02494992092186399,major,109
5e2fe8335807b852d9e02bf7,angry,0.5749785601242221,0.48171718974762867,0.09326137037659343,major,99
5e2fe97e5807b852d9e02c00,angry,0.8794843463515519,0.6429751664720244,0.23650917987952758,major,80
5e2ffb615807b852d9e02c85,angry,0.4645415881843929,0.514682724365243,-0.05014113618085009,minor,49
5e2fe99a5807b852d9e02c01,angry,0.3668119326043506,0.406121905992912,-0.0393099733885614,minor,65
5e2ffb755807b852d9e02c87,angry,0.3485617880936972,0.6173397889856995,-0.2687780008920023,minor,59
5e2ffb865807b852d9e02c88,angry,0.2050531065098191,0.3111290644283522,-0.10607595791853311,minor,40
5e2ffba25807b852d9e02c89,angry,0.4038795654398933,0.4477186725319491,-0.043839107092055796,minor,73
5e2ffc405807b852d9e02c8d,angry,0.32185620140355786,0.5051425203427684,-0.18328631893921055,minor,45
5e2ffd695807b852d9e02ca7,angry,0.5295153290707932,0.34966464359558225,0.179850685475211,major,46
5e2ffd3e5807b852d9e02ca1,angry,0.3485216262143436,0.4628114554090752,-0.11428982919473157,minor,82
5e30024a5807b852d9e02cf2,angry,0.4470530817730149,0.6030930850426495,-0.15604000326963458,minor,41
5e2ffd725807b852d9e02ca8,angry,0.24896082539350656,0.3592083296593573,-0.11024750426585073,minor,53
5e302c545807b852d9e02db6,angry,0.5876460923307155,0.6767473474030651,-0.08910125507234956,minor,43
5e3002885807b852d9e02cf5,angry,0.3855517468527057,0.6730895649363628,-0.28753781808365714,minor,76
5e2ffd565807b852d9e02ca4,angry,0.2907952396517447,0.4864152531094593,-0.19562001345771463,minor,112
5e302c405807b852d9e02db4,angry,0.24438075954041838,0.47707739416260514,-0.23269663462218676,minor,56
5e30029c5807b852d9e02cf6,angry,0.3970300968166391,0.4667865761308969,-0.06975647931425782,minor,75
5e30025a5807b852d9e02cf3,angry,0.3524382249281081,0.45119648611136337,-0.09875826118325526,minor,104
