feature,n,nan_pct,inf_pct,zero_pct,is_constant,mean,std,median,iqr,min,max,outlier_pct_iqr1.5
f007_dominant_scale_period_sec,1400,0.0,0.0,0.0,False,3.2639646346724493,0.8568624288736343,3.4918792895569,1.3389215132476129,0.5987477754517337,4.0,0.14285714285714285
f007_microprosody_energy,1400,0.0,0.0,0.0,False,100.32340643346775,79.73325772574208,83.75042483531746,97.27442560620631,0.0036308797679636,637.1219325480604,2.642857142857143
f007_microprosody_energy_ratio,1400,0.0,0.0,0.0,False,8.685960763522065e-05,0.00012830698892871104,6.104821322103087e-05,5.678914350853759e-05,1.939678536159595e-06,0.0031588214420248,7.5
f007_microprosody_entropy,1400,0.0,0.0,0.0,False,6.714418212840751,0.8245285281718007,6.800699547211244,1.116912828134578,3.6529832081905833,9.951610252194673,1.1428571428571428
f007_microprosody_peak_density,1400,0.0,0.0,0.0,False,8.850257577346541,1.732465317641856,9.198232359892456,2.1104871994807572,0.2369668246445497,13.090909090909092,2.7142857142857144
f007_microprosody_sign_change_rate,1400,0.0,0.0,0.0,False,7.244225925923117,1.50319902130643,7.326369999637327,1.9129674015191966,0.9478672985781992,14.481409001956946,1.5714285714285716
f007_microprosody_variance,1400,0.0,0.0,0.0,False,0.18905927495100902,0.15081518366184876,0.16122532761143393,0.17823914562473456,8.583640113389287e-06,1.38165717644651,3.1428571428571432
f007_phrase_energy,1400,0.0,0.0,0.0,False,376168.376613389,331600.3301870969,295038.0004541698,382462.7943884734,2.8144991192923765,2891631.2029428505,4.0
f007_phrase_energy_ratio,1400,0.0,0.0,0.0,False,0.23603585477872704,0.10135046710432609,0.21967733240849974,0.14013481781679843,0.052902956822101,0.8032841219475775,1.0
f007_phrase_entropy,1400,0.0,0.0,0.0,False,8.503456487944314,0.620362169397694,8.536616067676484,0.8267264005273276,6.616143866764714,10.59007379601194,0.8571428571428572
f007_phrase_peak_density,1400,0.0,0.0,0.0,False,0.996777475511285,0.21259013079954686,0.9925558312655086,0.25733401955738544,0.2369668246445497,1.9559902200489,2.2857142857142856
f007_phrase_sign_change_rate,1400,0.0,0.0,0.0,False,1.3587082568237177,0.36282989238974633,1.3495301231150285,0.48588797707146103,0.3333333333333333,2.6178010471204187,1.0
f007_phrase_variance,1400,0.0,0.0,0.0,False,659.7248446328524,504.81747583121734,554.2598722213035,635.1396022029966,0.0065931182143514,3565.11177766171,2.642857142857143
f007_syllable_energy,1400,0.0,0.0,0.0,False,4676.447380185279,3178.928897103133,3979.85665783993,4234.402153596744,0.3378325052354824,20149.29852240261,2.214285714285714
f007_syllable_energy_ratio,1400,0.0,0.0,0.0,False,0.004430400541675809,0.005000636763146798,0.0029452619203228503,0.003478310334531875,0.0001867482382309,0.0712164520504318,7.7857142857142865
f007_syllable_entropy,1400,0.0,0.0,0.0,False,7.845363156837324,0.65785433097515,7.869304989594452,0.9045048068977701,4.998825633663821,10.5363131581924,0.5
f007_syllable_peak_density,1400,0.0,0.0,0.0,False,4.223278278873847,0.8897391238280532,4.287515762925599,0.9434463758238278,0.2369668246445497,9.454545454545457,5.0
f007_syllable_sign_change_rate,1400,0.0,0.0,0.0,False,4.929561385916018,1.0620406045999105,4.945054945054945,1.3944659550322722,0.7109004739336493,8.235294117647058,0.9285714285714286
f007_syllable_variance,1400,0.0,0.0,0.0,False,8.39699284197447,4.898246086638368,7.752886233496735,6.4688835182656526,0.000798658404812,27.35944241586832,2.0
f007_utterance_energy,1400,0.0,0.0,0.14285714285714285,False,1477146.8816345984,1627464.9511509838,936358.6306766856,1730257.3584775927,0.0,23500495.545413703,4.5
f007_utterance_energy_ratio,1400,0.0,0.0,0.14285714285714285,False,0.7050164262002785,0.13865141947901466,0.7312141025442864,0.18275462459714054,0.0,0.939118559453976,2.0
f007_utterance_entropy,1400,0.0,0.0,0.14285714285714285,False,8.622688739501061,0.6753675085177362,8.644061664205427,0.7971594765779013,0.0,10.604427568725434,1.0714285714285714
f007_utterance_peak_density,1400,0.0,0.0,0.14285714285714285,False,0.5904875590072767,0.38205903213554016,0.4901960784313725,0.2943742882124458,0.0,4.234527687296416,6.5
f007_utterance_sign_change_rate,1400,0.0,0.0,0.14285714285714285,False,0.617452495086454,0.20664868767173014,0.6024096385542168,0.289330709125408,0.0,1.5706806282722512,1.1428571428571428
f007_utterance_variance,1400,0.0,0.0,0.14285714285714285,False,2496.618925713993,2329.903835824752,1810.0403653320968,2851.714460973418,0.0,18260.224742550185,3.214285714285714
f007_word_energy,1400,0.0,0.0,0.0,False,66418.15626899218,49945.56966402401,55993.37684587368,62023.8234728979,2.1631268835210644,411176.1956341777,2.642857142857143
f007_word_energy_ratio,1400,0.0,0.0,0.0,False,0.05443045887168314,0.04412182782143508,0.040567199965397205,0.043281559078774276,0.0046456699317367,0.3766516391693161,5.571428571428571
f007_word_entropy,1400,0.0,0.0,0.0,False,8.3127951936084,0.6404394022063038,8.338244007294588,0.8780916981521552,5.97818835746915,10.735509201045453,0.8571428571428572
f007_word_peak_density,1400,0.0,0.0,0.0,False,1.9590061045163436,0.34331083152849606,1.96078431372549,0.39457055746051206,0.2369668246445497,3.043478260869565,3.5000000000000004
f007_word_sign_change_rate,1400,0.0,0.0,0.0,False,2.6526168168225466,0.5733381044278939,2.672776258317345,0.7281826967881173,0.7109004739336493,4.666666666666667,1.2142857142857142
f007_word_variance,1400,0.0,0.0,0.0,False,118.10331292384328,77.63729606809719,105.47598947635565,97.96180687101928,0.0051137057289074,598.5947422842993,2.7142857142857144
