feature,n,nan_pct,inf_pct,zero_pct,is_constant,mean,std,median,iqr,min,max,outlier_pct_iqr1.5
f010_h1_modulation_bandwidth,1400,0.0,0.0,0.0,False,4.584862426054473,1.3110916526384373,4.400517958035293,1.554936550557454,1.300033558247997,11.030309954740291,3.214285714285714
f010_h1_modulation_centroid,1400,0.0,0.0,0.0,False,3.121319151908419,1.1370035108156267,2.9740580658222875,1.2593455599170933,0.6290128935264747,11.90959557590991,3.214285714285714
f010_h1_modulation_dominant_freq,1400,0.0,0.0,0.07142857142857142,False,0.703136956588812,0.7792967138402395,0.4206215114067643,0.6101891228368054,0.0,9.489051094890502,8.142857142857144
f010_h1_modulation_entropy,1400,0.0,0.0,0.0,False,4.775496772719107,0.7122239128834729,4.796398852792494,0.9206060468430408,1.9669141680050848,6.82471329755219,1.5
f010_h1_modulation_high_rate_energy,1400,0.0,0.0,0.0,False,10.060866545302407,31.38897627673298,1.054382961489455,6.468796051379416,7.871493527886376e-05,369.7773841486945,13.428571428571429
f010_h1_modulation_low_rate_energy,1400,0.0,0.0,0.0,False,52.077742976118046,175.18976771354713,5.586027213470428,31.73472785942741,0.0004134455949196,2684.8378332780417,13.571428571428571
f010_h2_modulation_bandwidth,1400,0.0,0.0,0.0,False,5.281333017209805,1.3300732553749806,5.240497132012331,1.5820098862069472,1.0077743167509554,12.739365421917467,2.357142857142857
f010_h2_modulation_centroid,1400,0.0,0.0,0.0,False,3.919410044954681,1.3079307910827618,3.875709063528801,1.7514731242103596,0.4249048747291192,13.366733477237055,1.3571428571428572
f010_h2_modulation_dominant_freq,1400,0.0,0.0,0.0,False,0.8325320096007368,0.9657456211671223,0.46760207906443096,0.7707262280209094,0.0334784064278547,8.741258741258735,7.571428571428572
f010_h2_modulation_entropy,1400,0.0,0.0,0.0,False,5.125914136170952,0.7514531455532772,5.144932942300677,1.0252670347079063,1.4938094973635758,7.057732235685434,1.0714285714285714
f010_h2_modulation_high_rate_energy,1400,0.0,0.0,0.0,False,11.665077422878948,33.8763906822513,0.9678100248469794,7.6611422779611695,3.120346614743246e-05,355.014603509614,13.285714285714286
f010_h2_modulation_low_rate_energy,1400,0.0,0.0,0.0,False,38.29230986680087,110.16489097115277,3.9054126299744873,23.460292160209786,0.0001188973620231,1416.7619859139909,14.428571428571429
f010_h3_modulation_bandwidth,1400,0.0,0.0,0.0,False,5.59238697360261,1.6179034207029206,5.394211827363407,1.9688631637346257,1.1781672947064197,15.31221139037193,2.2857142857142856
f010_h3_modulation_centroid,1400,0.0,0.0,0.0,False,4.311617065654884,1.5988967158511729,4.08470886731928,1.7825797078107648,0.4556320570242628,20.07203111298499,2.642857142857143
f010_h3_modulation_dominant_freq,1400,0.0,0.0,0.14285714285714285,False,0.9277618136155443,0.953768698839471,0.589538621948047,0.9153361382514563,0.0,8.741258741258735,6.142857142857143
f010_h3_modulation_entropy,1400,0.0,0.0,0.0,False,5.290045500283069,0.6987609226057839,5.339976620060876,0.9048729994870612,2.091816613344645,7.625014309238261,1.3571428571428572
f010_h3_modulation_high_rate_energy,1400,0.0,0.0,0.0,False,6.94793054895017,22.211730280415505,0.43683739156656365,3.832350833797257,6.2563418782520256e-06,457.0354169122687,15.142857142857144
f010_h3_modulation_low_rate_energy,1400,0.0,0.0,0.0,False,23.893667210938148,89.12895352986715,1.2192040074889094,11.114841572086513,5.263551576573478e-06,2014.1215629483804,16.214285714285715
f010_h4_modulation_bandwidth,1400,0.0,0.0,0.0,False,6.163262331634103,1.8929084048786682,5.941371075263588,2.4934441098993707,1.67388442918367,14.768730173555044,1.5
f010_h4_modulation_centroid,1400,0.0,0.0,0.0,False,4.686047244359153,1.7906843026828452,4.483531950094044,2.161460153786747,0.5196942770927268,15.5906624303855,2.0
f010_h4_modulation_dominant_freq,1400,0.0,0.0,0.14285714285714285,False,0.9624862780394451,0.9741360066469731,0.6128431339410185,1.0073211129463955,0.0,6.38297872340425,5.357142857142857
f010_h4_modulation_entropy,1400,0.0,0.0,0.0,False,5.3904886226582,0.7728755370527491,5.413808427998214,0.9933063358623162,2.4034062472551776,8.062812863958486,1.4285714285714286
f010_h4_modulation_high_rate_energy,1400,0.0,0.0,0.0,False,3.5091111745740453,10.967737599696376,0.1998816697191161,2.1595779492770326,2.6917324354061625e-06,178.21568018750816,14.642857142857144
f010_h4_modulation_low_rate_energy,1400,0.0,0.0,0.0,False,11.006567631030514,33.03997464907822,0.5784023268520044,5.897884707545019,1.7905752048776978e-06,447.4468874366309,15.571428571428573
f010_h5_modulation_bandwidth,1400,0.0,0.0,0.0,False,6.705678601594096,2.2719065255230335,6.357572786045575,3.0386796754994636,1.4548851414149162,16.85857567328598,1.0714285714285714
f010_h5_modulation_centroid,1400,0.0,0.0,0.0,False,5.10451562236272,2.0543463512222018,4.835483503933782,2.4587616060966373,0.4443418079635982,17.102224484699295,3.0
f010_h5_modulation_dominant_freq,1400,0.0,0.0,0.2857142857142857,False,0.957839977081149,0.9508508675963261,0.6264686692078624,1.003855345628353,0.0,7.836990595611278,5.214285714285714
f010_h5_modulation_entropy,1400,0.0,0.0,0.0,False,5.50444614892825,0.7947372472731034,5.5500185680079746,1.0351371408566727,2.070753481011131,8.905884748198401,1.4285714285714286
f010_h5_modulation_high_rate_energy,1400,0.0,0.0,0.0,False,2.444130551946131,9.481124166707595,0.11139152241106734,1.0460992422393482,2.1036439772237084e-06,159.61126763361915,14.428571428571429
f010_h5_modulation_low_rate_energy,1400,0.0,0.0,0.0,False,8.124732951242288,40.23296129600905,0.2854080742069556,2.6409513728370406,2.075618511263086e-06,1077.378190426757,16.28571428571429
f010_inter_harmonic_modulation_coherence,1400,0.0,0.0,0.0,False,0.4669233146207943,0.1376680963387577,0.46092158480264356,0.19296066040764964,0.0123988593022881,0.8513894339246066,0.5
f010_modulation_dominant_freq_mean,1400,0.0,0.0,0.0,False,0.8767514069851373,0.612992502740146,0.7285181278989363,0.742756385638824,0.0334784064278547,4.999999999999996,3.571428571428571
f010_modulation_low_rate_ratio_mean,1400,0.0,0.0,0.0,False,0.7460410246449728,0.08185767834638237,0.7493243771295469,0.10559198163402239,0.4028116044776684,0.985295321122017,1.5714285714285716
